2.64027E+17,517159190,4,15,objective
2.64027E+17,517159190,16,21,negative
2.63567E+17,21921308,0,21,objective
2.64238E+17,333226074,0,1,objective
2.64238E+17,333226074,2,3,negative
2.64238E+17,333226074,4,11,objective
2.64238E+17,333226074,12,13,negative
2.64238E+17,333226074,14,14,objective
2.63683E+17,212811579,0,1,objective
2.63683E+17,212811579,2,2,positive
2.63683E+17,212811579,3,9,objective
2.63683E+17,212811579,10,11,positive
2.63683E+17,212811579,12,14,objective
2.64066E+17,424711087,0,1,objective
2.64066E+17,424711087,2,5,negative
2.64066E+17,424711087,6,18,objective
2.64066E+17,424711087,19,19,positive
2.64066E+17,424711087,20,20,objective
2.48993E+17,538056135,0,20,objective
2.62873E+17,359194025,0,1,positive
2.62873E+17,359194025,2,11,objective
2.63456E+17,73688894,0,21,objective
2.64231E+17,118989025,0,19,objective
2.62938E+17,579927031,0,10,objective
2.6175E+17,237384978,0,13,objective
2.63964E+17,562143672,0,0,positive
2.63964E+17,562143672,1,16,objective
2.55778E+17,379829244,0,1,objective
2.55778E+17,379829244,2,2,positive
2.55778E+17,379829244,3,21,objective
2.64173E+17,765464576,0,21,objective
2.64173E+17,765464576,22,23,negative
2.64173E+17,765464576,24,24,objective
2.60213E+17,415099284,0,7,objective
2.60213E+17,415099284,8,8,positive
2.60213E+17,415099284,9,20,objective
2.60213E+17,415099284,21,22,positive
2.63945E+17,355395464,0,24,objective
2.63945E+17,355395464,25,25,positive
2.56143E+17,375959159,0,9,objective
2.56143E+17,375959159,10,12,negative
2.56143E+17,375959159,13,13,objective
2.64054E+17,787791072,0,17,objective
2.6344E+17,66899098,0,21,objective
2.6344E+17,66899098,22,23,negative
2.6344E+17,66899098,24,27,objective
2.64251E+17,104409587,0,22,objective
2.62784E+17,302369855,0,2,positive
2.62784E+17,302369855,3,16,objective
2.62784E+17,302369855,17,22,positive
2.64067E+17,156661657,0,12,objective
2.64067E+17,156661657,13,13,positive
2.64067E+17,156661657,14,20,objective
2.51831E+17,397589157,0,26,objective
2.62952E+17,30441970,0,18,objective
2.62952E+17,30441970,19,19,negative
2.62952E+17,30441970,20,23,objective
2.5647E+17,153847605,0,12,objective
2.5647E+17,153847605,13,15,negative
2.5647E+17,153847605,16,18,objective
2.5647E+17,153847605,19,21,negative
2.5647E+17,153847605,22,25,objective
2.64244E+17,851406452,0,16,objective
2.64122E+17,18214229,0,9,objective
2.64261E+17,905192335,0,22,objective
2.64171E+17,212994199,0,20,objective
2.64021E+17,505288727,0,16,objective
2.53741E+17,29658469,0,17,objective
2.53741E+17,29658469,18,19,negative
2.53741E+17,29658469,20,22,objective
2.63641E+17,27294240,0,8,objective
2.63641E+17,27294240,9,13,positive
2.64126E+17,308903647,0,15,objective
2.64249E+17,119219361,0,6,objective
2.64249E+17,119219361,7,11,negative
2.64249E+17,119219361,12,13,objective
2.38129E+17,580646464,0,23,objective
2.58991E+17,109000595,0,11,objective
2.58433E+17,630788531,0,20,objective
2.64191E+17,25761279,0,2,objective
2.64191E+17,25761279,3,5,positive
2.64191E+17,25761279,6,12,objective
2.63116E+17,64433236,0,15,objective
2.61323E+17,33527531,0,1,objective
2.61323E+17,33527531,2,3,negative
2.61323E+17,33527531,4,17,objective
2.61323E+17,33527531,18,22,negative
2.63276E+17,15478723,0,0,objective
2.63276E+17,15478723,1,3,positive
2.63276E+17,15478723,4,12,objective
2.63832E+17,120332676,0,10,objective
2.63832E+17,120332676,11,11,positive
2.63832E+17,120332676,12,13,objective
2.64238E+17,56519468,0,15,objective
2.64238E+17,56519468,16,16,positive
2.64238E+17,56519468,17,21,objective
2.64256E+17,53332391,0,17,objective
2.64252E+17,260721639,0,4,objective
2.64252E+17,260721639,5,7,positive
2.64252E+17,260721639,8,11,objective
2.53377E+17,121630294,0,13,objective
2.53377E+17,121630294,14,22,negative
2.53377E+17,121630294,23,23,objective
2.56076E+17,40859723,0,14,objective
2.62081E+17,564208582,0,5,objective
2.62081E+17,564208582,6,9,positive
2.62081E+17,564208582,10,10,objective
2.61393E+17,520571793,0,10,objective
2.64247E+17,103658738,0,16,objective
2.62408E+17,9422872,0,16,objective
2.6423E+17,321457017,0,10,objective
2.61177E+17,454794483,0,23,objective
2.64078E+17,50767705,0,1,objective
2.64078E+17,50767705,2,3,negative
2.64078E+17,50767705,4,15,objective
2.64078E+17,50767705,16,17,negative
2.64078E+17,50767705,18,23,objective
2.55917E+17,226767148,0,3,objective
2.55917E+17,226767148,4,4,positive
2.55917E+17,226767148,5,20,objective
2.63952E+17,57329671,0,10,objective
2.63952E+17,57329671,11,12,negative
2.64241E+17,561738042,0,0,objective
2.64241E+17,561738042,1,1,positive
2.64241E+17,561738042,2,20,objective
2.64241E+17,561738042,21,22,positive
2.64055E+17,107143841,0,15,objective
2.64055E+17,107143841,16,17,neutral
2.64055E+17,107143841,18,19,objective
2.63744E+17,289353817,0,21,objective
2.64173E+17,234122385,0,0,positive
2.64173E+17,234122385,1,2,objective
2.64173E+17,234122385,3,4,positive
2.64173E+17,234122385,5,19,objective
2.64173E+17,234122385,20,20,positive
2.53142E+17,296919995,0,5,objective
2.53142E+17,296919995,6,8,negative
2.53142E+17,296919995,9,10,objective
2.53142E+17,296919995,11,14,negative
2.53142E+17,296919995,15,15,objective
2.61783E+17,83997859,0,19,objective
2.641E+17,234049307,0,25,objective
2.6426E+17,498596220,0,22,objective
2.63468E+17,41083372,0,21,objective
2.64222E+17,368937031,0,0,objective
2.64222E+17,368937031,1,1,negative
2.64222E+17,368937031,2,12,objective
2.64243E+17,58632325,0,5,objective
2.64243E+17,58632325,6,7,negative
2.64243E+17,58632325,8,23,objective
2.64243E+17,58632325,24,28,neutral
2.64096E+17,840772320,0,15,objective
2.64096E+17,840772320,16,18,positive
2.64096E+17,840772320,19,21,objective
2.64242E+17,301179060,0,19,objective
2.64222E+17,33687069,0,11,objective
2.63821E+17,233301126,0,4,objective
2.63821E+17,233301126,5,5,negative
2.63821E+17,233301126,6,12,objective
2.63821E+17,233301126,13,15,negative
2.63821E+17,233301126,16,23,objective
2.64127E+17,913668780,0,1,objective
2.64127E+17,913668780,2,2,positive
2.64127E+17,913668780,3,4,objective
2.64127E+17,913668780,5,5,positive
2.64127E+17,913668780,6,6,objective
2.64127E+17,913668780,7,9,negative
2.64127E+17,913668780,10,12,objective
2.64159E+17,19856460,0,1,negative
2.64159E+17,19856460,2,21,objective
2.63471E+17,297750031,0,1,positive
2.63471E+17,297750031,2,8,objective
2.63411E+17,242772385,0,2,objective
2.63411E+17,242772385,3,4,negative
2.63411E+17,242772385,5,24,objective
2.63841E+17,23384488,0,3,neutral
2.63841E+17,23384488,4,13,objective
2.60893E+17,374801219,0,17,objective
2.63746E+17,30932939,0,15,objective
2.6419E+17,377735401,0,3,objective
2.6419E+17,377735401,4,4,positive
2.6419E+17,377735401,5,15,objective
2.6419E+17,377735401,16,16,positive
2.6419E+17,377735401,17,18,objective
2.6419E+17,377735401,19,20,positive
2.62416E+17,239664887,0,18,objective
2.62416E+17,239664887,19,19,negative
2.64186E+17,55118681,0,0,objective
2.64186E+17,55118681,1,3,positive
2.64186E+17,55118681,4,18,objective
2.54367E+17,19325303,0,17,objective
2.54367E+17,19325303,18,22,negative
2.54367E+17,19325303,23,25,objective
2.64203E+17,22883605,0,20,objective
2.62651E+17,40009279,0,9,objective
2.62651E+17,40009279,10,12,positive
2.62651E+17,40009279,13,19,objective
2.62651E+17,40009279,20,20,positive
2.62651E+17,40009279,21,23,objective
2.64232E+17,881560494,0,10,objective
2.64232E+17,881560494,11,11,positive
2.64232E+17,881560494,12,14,objective
2.64232E+17,881560494,15,17,positive
2.64249E+17,427500431,0,0,objective
2.64249E+17,427500431,1,1,positive
2.64249E+17,427500431,2,19,objective
2.60224E+17,421431441,0,15,objective
2.60224E+17,421431441,16,17,negative
2.60224E+17,421431441,18,19,objective
2.64059E+17,303169096,0,28,objective
2.63873E+17,22223989,0,15,objective
2.63873E+17,22223989,16,20,negative
2.63873E+17,22223989,21,21,objective
2.63392E+17,22048749,0,7,objective
2.63392E+17,22048749,8,8,positive
2.63392E+17,22048749,9,11,objective
2.63801E+17,68569840,0,6,objective
2.63801E+17,68569840,7,7,positive
2.63801E+17,68569840,8,21,objective
2.62341E+17,184025237,0,19,objective
2.63995E+17,45924536,0,8,objective
2.63995E+17,45924536,9,9,negative
2.63995E+17,45924536,10,18,objective
2.64222E+17,240028072,0,7,objective
2.64222E+17,240028072,8,9,positive
2.64222E+17,240028072,10,15,objective
2.64222E+17,240028072,16,19,positive
2.64222E+17,240028072,20,20,objective
2.63576E+17,860082804,0,16,objective
2.64245E+17,627694566,0,22,objective
2.63761E+17,295327788,0,5,objective
2.63598E+17,756820884,0,5,objective
2.63598E+17,756820884,6,7,positive
2.63598E+17,756820884,8,23,objective
2.64243E+17,257445718,0,19,objective
2.64148E+17,116544142,0,0,objective
2.64148E+17,116544142,1,2,positive
2.64148E+17,116544142,3,6,objective
2.62883E+17,429958162,0,19,objective
2.52415E+17,835737248,0,8,objective
2.64186E+17,198304069,0,5,objective
2.64186E+17,198304069,6,12,positive
2.64186E+17,198304069,13,19,objective
2.64071E+17,378315210,0,1,positive
2.64071E+17,378315210,2,11,objective
2.63718E+17,21739174,0,3,positive
2.63718E+17,21739174,4,14,objective
2.6418E+17,890931259,0,16,objective
2.62612E+17,116531732,0,16,objective
2.6337E+17,101834603,0,13,objective
2.63192E+17,36684594,0,25,objective
2.63543E+17,29509033,0,17,objective
2.63543E+17,29509033,18,22,positive
2.64123E+17,334711362,0,18,objective
2.64123E+17,334711362,19,24,positive
2.64123E+17,334711362,25,25,objective
2.62742E+17,31060607,0,18,objective
2.61663E+17,272497967,0,4,negative
2.61663E+17,272497967,5,14,objective
2.63706E+17,44403238,0,10,objective
2.63706E+17,44403238,11,12,negative
2.63706E+17,44403238,13,19,objective
2.64198E+17,41706396,0,8,objective
2.64198E+17,41706396,9,14,negative
2.64198E+17,41706396,15,22,objective
2.6422E+17,291744913,0,0,objective
2.6422E+17,291744913,1,1,negative
2.6422E+17,291744913,2,16,objective
2.53003E+17,28617520,0,6,objective
2.53003E+17,28617520,7,8,positive
2.53003E+17,28617520,9,19,objective
2.6273E+17,457630956,0,10,objective
2.6273E+17,457630956,11,12,negative
2.6273E+17,457630956,13,22,objective
2.64052E+17,239103122,0,5,objective
2.64052E+17,239103122,6,8,positive
2.64052E+17,239103122,9,11,objective
2.64052E+17,239103122,12,14,neutral
2.64052E+17,239103122,15,16,objective
2.64198E+17,234832462,0,12,objective
2.64071E+17,85642095,0,22,objective
2.64071E+17,85642095,23,24,negative
2.64235E+17,351385218,0,7,objective
2.64235E+17,351385218,8,8,negative
2.64235E+17,351385218,9,19,objective
2.64196E+17,43642204,0,8,objective
2.64196E+17,43642204,9,9,positive
2.64196E+17,43642204,10,13,objective
2.64196E+17,43642204,14,23,positive
2.64219E+17,157558754,0,19,objective
2.64219E+17,157558754,20,20,positive
2.64219E+17,157558754,21,21,objective
2.64225E+17,114818714,0,9,objective
2.64225E+17,114818714,10,10,negative
2.64225E+17,114818714,11,19,objective
2.50085E+17,145858174,0,0,objective
2.50085E+17,145858174,1,1,negative
2.50085E+17,145858174,2,18,objective
2.62605E+17,245500970,0,11,objective
2.64224E+17,715276442,0,12,objective
2.63745E+17,66310473,0,3,objective
2.63745E+17,66310473,4,4,negative
2.63745E+17,66310473,5,24,objective
2.62041E+17,133147090,0,0,objective
2.62041E+17,133147090,1,2,neutral
2.62041E+17,133147090,3,19,objective
2.64112E+17,17418812,0,7,objective
2.64112E+17,17418812,8,10,positive
2.64112E+17,17418812,11,17,objective
2.64232E+17,806720598,0,9,objective
2.64232E+17,806720598,10,11,positive
2.53703E+17,779056958,0,3,objective
2.53703E+17,779056958,4,6,positive
2.53703E+17,779056958,7,17,objective
2.53703E+17,779056958,18,19,positive
2.6412E+17,225893908,0,12,objective
2.64229E+17,859446558,0,20,objective
2.63787E+17,283628025,0,3,objective
2.63787E+17,283628025,4,4,positive
2.63787E+17,283628025,5,9,objective
2.63787E+17,283628025,10,10,negative
2.63787E+17,283628025,11,14,objective
2.63787E+17,283628025,15,17,positive
2.63787E+17,283628025,18,23,objective
2.64128E+17,594023196,0,0,positive
2.64128E+17,594023196,1,20,objective
2.62868E+17,732857527,0,4,positive
2.62868E+17,732857527,5,12,objective
2.62868E+17,732857527,13,14,positive
2.62868E+17,732857527,15,19,objective
2.62868E+17,732857527,20,22,positive
2.63353E+17,22091620,0,3,objective
2.63353E+17,22091620,4,7,negative
2.63353E+17,22091620,8,16,objective
2.6279E+17,250527408,0,27,objective
2.64228E+17,21318527,0,0,positive
2.64228E+17,21318527,1,22,objective
2.64222E+17,20769497,0,0,objective
2.64222E+17,20769497,1,2,negative
2.64222E+17,20769497,3,20,objective
2.64146E+17,533611263,0,8,objective
2.64146E+17,533611263,9,11,negative
2.64146E+17,533611263,12,12,objective
2.56951E+17,71919090,0,12,objective
2.56951E+17,71919090,13,14,positive
2.56951E+17,71919090,15,21,objective
2.56951E+17,71919090,22,22,positive
2.56951E+17,71919090,23,25,objective
2.63998E+17,90710088,0,1,negative
2.63998E+17,90710088,2,6,objective
2.63998E+17,90710088,7,7,negative
2.63998E+17,90710088,8,13,objective
2.62822E+17,31363993,0,18,objective
2.64257E+17,442387029,0,14,objective
2.64257E+17,442387029,15,17,negative
2.64257E+17,442387029,18,23,objective
2.64152E+17,61830970,0,3,objective
2.64152E+17,61830970,4,5,negative
2.64152E+17,61830970,6,15,objective
2.64152E+17,61830970,16,17,negative
2.64152E+17,61830970,18,20,objective
2.64152E+17,61830970,21,22,negative
2.64152E+17,61830970,23,25,objective
2.63513E+17,47824877,0,14,objective
2.64241E+17,130897520,0,22,objective
2.64242E+17,100853350,0,17,objective
2.64242E+17,100853350,18,23,positive
2.64242E+17,100853350,24,24,objective
2.62935E+17,556558452,0,12,objective
2.6424E+17,219197114,0,7,objective
2.6424E+17,219197114,8,8,neutral
2.6424E+17,219197114,9,22,objective
2.64037E+17,292493092,0,21,objective
2.62804E+17,101074334,0,0,positive
2.62804E+17,101074334,1,14,objective
2.62804E+17,101074334,15,16,negative
2.58729E+17,36261242,0,13,objective
2.58729E+17,36261242,14,14,positive
2.58729E+17,36261242,15,17,objective
2.64051E+17,16392349,0,20,objective
2.63743E+17,339703795,0,17,objective
2.63464E+17,499505440,0,2,objective
2.63464E+17,499505440,3,5,neutral
2.63464E+17,499505440,6,14,objective
2.59519E+17,29102163,0,19,objective
2.59519E+17,29102163,20,20,positive
2.64239E+17,48116677,0,25,objective
2.64047E+17,378921178,0,14,objective
2.63517E+17,31287710,0,2,objective
2.63517E+17,31287710,3,3,negative
2.63517E+17,31287710,4,13,objective
2.63517E+17,31287710,14,14,positive
2.63517E+17,31287710,15,15,objective
2.4759E+17,81814095,0,22,objective
2.64222E+17,167566673,0,15,objective
2.64175E+17,234263231,0,17,objective
2.60162E+17,483425076,0,10,objective
2.60162E+17,483425076,11,11,positive
2.64256E+17,112242738,0,27,objective
2.64201E+17,20316713,0,3,objective
2.64201E+17,20316713,4,5,positive
2.64201E+17,20316713,6,19,objective
2.5802E+17,216193630,0,18,objective
2.5802E+17,216193630,19,23,negative
2.5802E+17,216193630,24,25,objective
2.64217E+17,567833899,0,20,objective
2.64217E+17,567833899,21,23,negative
2.64217E+17,567833899,24,24,objective
2.64238E+17,48503350,0,15,objective
2.60031E+17,86325296,0,16,objective
2.64101E+17,46313879,0,16,objective
2.63848E+17,346152830,0,1,positive
2.63848E+17,346152830,2,12,objective
2.63848E+17,346152830,13,13,positive
2.61518E+17,823395313,0,18,objective
2.63985E+17,494085640,0,10,objective
2.63985E+17,494085640,11,11,negative
2.63985E+17,494085640,12,17,objective
2.64167E+17,456265125,0,0,negative
2.64167E+17,456265125,1,16,objective
2.6426E+17,555128107,0,13,objective
2.6417E+17,320275792,0,23,objective
2.63345E+17,239177457,0,16,objective
2.6237E+17,429433392,0,25,objective
2.6237E+17,429433392,26,29,negative
2.6426E+17,137926525,0,17,objective
2.62641E+17,85999034,0,8,objective
2.64051E+17,24783177,0,26,objective
2.64193E+17,185860787,0,15,objective
2.64193E+17,185860787,16,16,negative
2.64193E+17,185860787,17,26,objective
2.64254E+17,127901294,0,23,objective
2.4342E+17,565963556,0,0,positive
2.4342E+17,565963556,1,17,objective
2.46664E+17,15368227,0,16,objective
2.46664E+17,15368227,17,17,negative
2.46664E+17,15368227,18,22,objective
2.46664E+17,15368227,23,23,positive
2.46664E+17,15368227,24,24,objective
2.64176E+17,334274967,0,13,objective
2.64218E+17,485881875,0,2,neutral
2.64218E+17,485881875,3,7,objective
2.6419E+17,41485680,0,3,objective
2.6419E+17,41485680,4,4,positive
2.6419E+17,41485680,5,17,objective
2.61992E+17,467977150,0,8,objective
2.61992E+17,467977150,9,10,positive
2.61992E+17,467977150,11,17,objective
2.61992E+17,467977150,18,18,positive
2.63805E+17,488102106,0,6,objective
2.63805E+17,488102106,7,10,negative
2.63805E+17,488102106,11,21,objective
2.63805E+17,488102106,22,27,negative
2.6421E+17,450168405,0,15,objective
2.57214E+17,411894609,0,11,objective
2.57214E+17,411894609,12,15,positive
2.57214E+17,411894609,16,19,objective
2.64146E+17,34672742,0,24,objective
2.63463E+17,43717673,0,24,objective
2.63463E+17,43717673,25,27,negative
2.64215E+17,212635348,0,19,objective
2.63961E+17,53856943,0,11,objective
2.63961E+17,53856943,12,14,positive
2.63961E+17,53856943,15,18,objective
2.63961E+17,53856943,19,20,positive
2.63961E+17,53856943,21,22,objective
2.55231E+17,64075225,0,7,objective
2.55231E+17,64075225,8,8,neutral
2.55231E+17,64075225,9,17,objective
2.52785E+17,307795787,0,18,objective
2.52785E+17,307795787,19,20,positive
2.64053E+17,74863916,0,17,objective
2.6394E+17,318892571,0,15,objective
2.63804E+17,164905482,0,8,objective
2.63804E+17,164905482,9,10,negative
2.63804E+17,164905482,11,24,objective
2.63959E+17,204799837,0,4,objective
2.63959E+17,204799837,5,11,positive
2.63959E+17,204799837,12,19,objective
2.64183E+17,557713445,0,11,objective
2.64183E+17,557713445,12,17,positive
2.44486E+17,736203206,0,0,positive
2.44486E+17,736203206,1,18,objective
2.44486E+17,736203206,19,19,negative
2.44486E+17,736203206,20,22,objective
2.6425E+17,292570360,0,1,objective
2.6425E+17,292570360,2,2,positive
2.6425E+17,292570360,3,10,objective
2.63016E+17,759534468,0,19,objective
2.64248E+17,37977131,0,8,objective
2.6407E+17,20433554,0,22,objective
2.6411E+17,336503995,0,2,objective
2.6411E+17,336503995,3,4,negative
2.6411E+17,336503995,5,15,objective
2.6411E+17,336503995,16,18,positive
2.6411E+17,336503995,19,24,objective
2.63118E+17,532892697,0,16,objective
2.63118E+17,532892697,17,17,positive
2.63118E+17,532892697,18,19,objective
2.63825E+17,179161311,0,13,objective
2.63825E+17,179161311,14,14,positive
2.63825E+17,179161311,15,22,objective
2.6419E+17,910582770,0,6,objective
2.6419E+17,910582770,7,7,negative
2.6419E+17,910582770,8,27,objective
2.61898E+17,90330560,0,1,negative
2.61898E+17,90330560,2,2,objective
2.61898E+17,90330560,3,3,negative
2.61898E+17,90330560,4,25,objective
2.64248E+17,327686482,0,19,objective
2.57873E+17,115007248,0,16,objective
2.63895E+17,363794071,0,14,objective
2.63895E+17,363794071,15,17,positive
2.59725E+17,348070457,0,15,objective
2.6421E+17,787778580,0,15,objective
2.6421E+17,787778580,16,19,positive
2.6421E+17,787778580,20,23,objective
2.61611E+17,252724238,0,14,objective
2.61611E+17,252724238,15,15,negative
2.61611E+17,252724238,16,18,objective
2.63988E+17,19605839,0,22,objective
2.64096E+17,535548884,0,12,objective
2.64096E+17,535548884,13,15,negative
2.64096E+17,535548884,16,16,objective
2.64096E+17,535548884,17,18,negative
2.64096E+17,535548884,19,20,objective
2.64062E+17,132898035,0,22,objective
2.63111E+17,720168150,0,16,objective
2.63111E+17,720168150,17,18,positive
2.63111E+17,720168150,19,19,objective
2.64249E+17,340067108,0,0,objective
2.64249E+17,340067108,1,1,positive
2.64249E+17,340067108,2,8,objective
2.64249E+17,340067108,9,9,positive
2.64249E+17,340067108,10,18,objective
2.42242E+17,370443852,0,2,objective
2.42242E+17,370443852,3,3,positive
2.42242E+17,370443852,4,18,objective
2.42242E+17,370443852,19,19,positive
2.42242E+17,370443852,20,20,objective
2.57265E+17,236071024,0,1,objective
2.57265E+17,236071024,2,4,negative
2.57265E+17,236071024,5,20,objective
2.6388E+17,116512031,0,13,objective
2.6388E+17,116512031,14,14,negative
2.6388E+17,116512031,15,19,objective
2.6388E+17,116512031,20,20,negative
2.6409E+17,70431169,0,16,objective
2.6405E+17,59475498,0,21,objective
2.63156E+17,22455512,0,8,objective
2.63156E+17,22455512,9,11,positive
2.63156E+17,22455512,12,15,objective
2.63352E+17,795367580,0,17,objective
2.63352E+17,795367580,18,20,negative
2.64229E+17,80458354,0,15,objective
2.64229E+17,80458354,16,16,negative
2.64229E+17,80458354,17,26,objective
2.64165E+17,374792726,0,8,objective
2.64165E+17,374792726,9,12,positive
2.64165E+17,374792726,13,19,objective
2.63565E+17,369882232,0,9,objective
2.63565E+17,369882232,10,14,positive
2.63565E+17,369882232,15,15,objective
2.58012E+17,19848814,0,20,objective
2.58012E+17,19848814,21,23,positive
2.58012E+17,19848814,24,26,objective
2.63698E+17,417397598,0,9,objective
2.63698E+17,417397598,10,10,negative
2.63698E+17,417397598,11,16,objective
2.64218E+17,533462468,0,12,objective
2.64218E+17,533462468,13,13,negative
2.64218E+17,533462468,14,14,objective
2.64218E+17,533462468,15,15,negative
2.64218E+17,533462468,16,20,objective
2.58872E+17,357220243,0,14,objective
2.58872E+17,357220243,15,15,positive
2.58872E+17,357220243,16,23,objective
2.63958E+17,22000509,0,26,objective
2.63251E+17,35690490,0,20,objective
2.54593E+17,326663721,0,0,objective
2.54593E+17,326663721,1,1,positive
2.54593E+17,326663721,2,20,objective
2.64244E+17,41785987,0,11,objective
2.64244E+17,41785987,12,14,negative
2.64244E+17,41785987,15,23,objective
2.5385E+17,589211512,0,2,positive
2.5385E+17,589211512,3,13,objective
2.64178E+17,176586705,0,10,objective
2.64178E+17,176586705,11,12,positive
2.64178E+17,176586705,13,13,objective
2.64049E+17,913180375,0,23,objective
2.64182E+17,167626845,0,19,objective
2.6237E+17,461403358,0,14,objective
2.63955E+17,62296233,0,6,objective
2.63955E+17,62296233,7,8,negative
2.63955E+17,62296233,9,9,objective
2.63955E+17,62296233,10,11,negative
2.63955E+17,62296233,12,13,objective
2.63955E+17,62296233,14,14,negative
2.63955E+17,62296233,15,15,objective
2.6062E+17,738528440,0,2,objective
2.6062E+17,738528440,3,3,negative
2.6062E+17,738528440,4,17,objective
2.59633E+17,730626746,0,18,objective
2.63079E+17,53520075,0,17,objective
2.59632E+17,565725370,0,1,positive
2.59632E+17,565725370,2,13,objective
2.59632E+17,565725370,14,14,positive
